molecule_chembl_id,std_smiles,standard_type,IC50_nM,pActividad,activo,scaffold,MW,QED
CHEMBL5864399,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4NS(C)(=O)=O)n3)c(OC)c2)CC1,IC50,0.4,9.397940008672036,1,c1ccc(Nc2ccnc(Nc3ccc(N4CCCCC4)cc3)n2)cc1,532.07,0.322
CHEMBL56266,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,5.0,8.301029995663981,1,c1ccc(Nc2ncnc3ccccc23)cc1,406.85,0.529
CHEMBL293090,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,8.0,8.096910013008056,1,c1ccc(Nc2ncnc3ccccc23)cc1,376.82,0.612
CHEMBL255135,CNCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,IC50,17.0,7.769551078621725,1,c1ccc(COc2ccc(Nc3ncnc4[nH]ncc34)cc2)nc1,425.88,0.35
CHEMBL5174300,CNCc1ccccc1-c1csc([C@@H](C)Nc2nncc3cc(OC)c(OC)cc23)c1,IC50,10000.0,5.0,0,c1ccc(-c2csc(CNc3nncc4ccccc34)c2)cc1,434.57,0.394
CHEMBL3098321,CNS(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc(OC)c(OC)cc23)cc1,IC50,1630.0,5.787812395596041,0,c1ccc(Nc2ncnc3ccccc23)cc1,408.87,0.604
CHEMBL4074045,CNS(=O)(=O)c1cccc(N(C)c2cc(Nc3cccc(C)c3)ncn2)c1,IC50,2000.0,5.698970004336018,0,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,383.48,0.68
CHEMBL4086869,CNS(=O)(=O)c1cccc(Nc2cc(N(C)c3cccc(C)c3)ncn2)c1,IC50,20.0,7.698970004336018,1,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,383.48,0.68
CHEMBL3915155,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1,IC50,13.0,7.886056647693162,1,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,389.87,0.597
CHEMBL4061645,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cn3)ncn2)c1,IC50,630.0,6.200659450546417,1,c1ccc(Nc2cc(Nc3ccccn3)ncn2)cc1,390.86,0.593
CHEMBL4076602,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C(C)(C)C)c3)ncn2)c1,IC50,400.0,6.3979400086720375,1,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,411.53,0.563
CHEMBL4084208,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C(C)C)c3)ncn2)c1,IC50,25.0,7.602059991327962,1,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,397.5,0.558
CHEMBL4097027,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C)c3)ncn2)c1,IC50,3.0,8.522878745280337,1,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,369.45,0.618
CHEMBL4105656,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(S(=O)(=O)NC)c3)ncn2)c1,IC50,1600.0,5.795880017344075,0,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,448.53,0.408
CHEMBL4065426,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc([N+](=O)[O-])c3)ncn2)c1,IC50,4.0,8.397940008672036,1,c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1,400.42,0.406
CHEMBL1971029,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br,Ki,100.0,7.0,1,c1ccc(Nc2ccnc(Nc3cccc(N4CCNCC4)c3)n2)cc1,590.5,0.362
CHEMBL1993661,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,Ki,79.43,7.100015437450609,1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,479.95,0.422
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,0.29,9.537602002101044,1,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC[C@H]3O1,466.54,0.406
CHEMBL3974328,CN[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Oc1cc2ncnc(Nc3ccc(Br)c(Cl)c3)c2cc1OC,IC50,50.0,7.30102999566398,1,c1ccc(Nc2ncnc3cc(O[C@H]4CO[C@@H]5CCO[C@H]45)ccc23)cc1,521.8,0.505
CHEMBL337026,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,IC50,200.0,6.698970004336019,1,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@@H]1CCCC3O1,480.52,0.373
CHEMBL338049,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,IC50,17.0,7.769551078621725,1,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC[C@@H]3O1,482.54,0.356
CHEMBL338155,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)NC4=O,IC50,260.0,6.585026652029182,1,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@@H]1CCCC3O1,482.54,0.356
CHEMBL5828469,CNc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,IC50,4.9,8.309803919971486,1,O=C(/N=c1\[nH]c2ccccc2n1C1CCCCC1)c1ccnc(-c2cn[nH]c2)c1,445.53,0.447
CHEMBL464014,CNc1cc(Nc2ccc(-c3nc4ccccc4s3)cc2)ccn1,IC50,10000.0,5.0,0,c1ccc2sc(-c3ccc(Nc4ccncc4)cc3)nc2c1,332.43,0.543
CHEMBL53753,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,0.008,11.096910013008056,1,c1ccc(Nc2ncnc3cnccc23)cc1,330.19,0.769
CHEMBL165788,CNc1cc2c(Nc3cccc(C(F)(F)F)c3)ncnc2cn1,IC50,1.1,8.958607314841773,1,c1ccc(Nc2ncnc3cnccc23)cc1,319.29,0.768
CHEMBL162821,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,IC50,0.45,9.346787486224656,1,c1ccc(Nc2ncnc3cnccc23)cc1,265.32,0.761
CHEMBL166154,CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,IC50,0.19,9.72124639904717,1,c1ccc(Nc2ncnc3cnccc23)cc1,285.74,0.771
CHEMBL53940,CNc1cc2c(Nc3ccccc3)ncnc2cn1,IC50,9.0,8.045757490560675,1,c1ccc(Nc2ncnc3cnccc23)cc1,251.29,0.749
CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,0.69,9.161150909262744,1,c1ccc(Nc2ncnc3ccccc23)cc1,344.22,0.631
CHEMBL92936,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,68.0,7.167491087293763,1,c1ccc(Nc2ncnc3ccccc23)cc1,374.2,0.528
CHEMBL54400,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.1288,9.890084136976206,1,c1ccc(Nc2ncnc3ccncc23)cc1,330.19,0.769
CHEMBL127082,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,IC50,1.4,8.853871964321762,1,c1ccc(Nc2ncnc3ccncc23)cc1,265.32,0.761
CHEMBL4250210,CNc1ccc(N(C)c2ncnc3occ(C)c23)cc1,IC50,6.4,8.193820026016112,1,c1ccc(Nc2ncnc3occc23)cc1,268.32,0.789
CHEMBL4247926,CNc1ccc(Nc2ncnc3occ(C)c23)cc1,IC50,200.0,6.698970004336019,1,c1ccc(Nc2ncnc3occc23)cc1,254.29,0.75
CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,4.0,8.397940008672036,1,c1ccc(Nc2ncnc3ccccc23)cc1,329.2,0.757
CHEMBL298637,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,IC50,52.0,7.2839966563652,1,c1ccc(Nc2ncnc3ncccc23)cc1,330.19,0.769
CHEMBL50344,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,4.0,8.397940008672036,1,c1ccc(Nc2ncnc3ccccc23)cc1,329.2,0.757
CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,3.1,8.508638306165727,1,c1ccc(Nc2ncnc3cccnc23)cc1,330.19,0.769
CHEMBL208594,CNc1ccc2ncnc(Nc3cccc(C)c3)c2c1,IC50,11.0,7.958607314841775,1,c1ccc(Nc2ncnc3ccccc23)cc1,264.33,0.757
CHEMBL209343,CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,4.0,8.397940008672036,1,c1ccc(Nc2ncnc3ccccc23)cc1,284.75,0.761
CHEMBL358934,CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,IC50,1.1,8.958607314841773,1,c1ccc(Nc2ncnc3c2sc2ccccc23)cc1,385.29,0.496
CHEMBL462160,CNc1ccnc(Nc2ccc(-c3nc4ccccc4s3)cc2)n1,IC50,10000.0,5.0,0,c1cnc(Nc2ccc(-c3nc4ccccc4s3)cc2)nc1,333.42,0.574
CHEMBL1765781,CNc1cncc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCC[C@H]4CN4CCCC4)cc3)c2)n1,Ki,1000.0,5.999999999999999,0,O=C(Nc1cc(-c2cnccn2)c[nH]c1=O)c1ccc(N2CCC[C@H]2CN2CCCC2)cc1,473.58,0.484
CHEMBL4520286,CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(OC4CCCCC4)c23)n1,IC50,654.0,6.184422251675732,1,c1cnc(-c2c[nH]c3nc(Nc4ccc(N5CCNCC5)cc4)nc(OC4CCCCC4)c23)cn1,541.66,0.308
CHEMBL4562744,CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(OC4CCOCC4)c23)n1,IC50,937.0,6.028260409112221,1,c1cnc(-c2c[nH]c3nc(Nc4ccc(N5CCNCC5)cc4)nc(OC4CCOCC4)c23)cn1,543.63,0.318
CHEMBL4465231,CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(Oc4ccccc4)c23)n1,IC50,1048.0,5.979638717352291,0,c1ccc(Oc2nc(Nc3ccc(N4CCNCC4)cc3)nc3[nH]cc(-c4cnccn4)c23)cc1,535.61,0.273
CHEMBL5430071,CNc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,IC50,19.0,7.721246399047171,1,c1ccc(-c2ncsc2-c2ccnc(Nc3ccc4[nH]ccc4c3)n2)cc1,487.61,0.292
CHEMBL1765740,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,IC50,10000.0,5.0,0,O=C(NC1CCCCC1)[C@H]1CCCN(c2cc(-c3ccc4cn[nH]c4c3)ncn2)C1,462.6,0.456
CHEMBL4750368,CNc1nc(C)c(C(=O)/C=C/c2ccc(O)cc2)s1,IC50,33.66,7.472885888360194,1,O=C(/C=C/c1ccccc1)c1cncs1,274.35,0.664
CHEMBL4797515,CNc1nc(C)c(C(=O)/C=C/c2ccsc2)s1,IC50,143.63,6.842754839524805,1,O=C(/C=C/c1ccsc1)c1cncs1,264.38,0.679
CHEMBL4798434,CNc1nc(C)c(C(=O)/C=C/c2nccs2)s1,IC50,255.6,6.592439150513637,1,O=C(/C=C/c1nccs1)c1cncs1,265.36,0.682
CHEMBL514941,CNc1nc(Nc2ccc(-c3nc4ccccc4s3)cc2)c2cc(OC)c(OC)cc2n1,IC50,10000.0,5.0,0,c1ccc2sc(-c3ccc(Nc4ncnc5ccccc45)cc3)nc2c1,443.53,0.348
CHEMBL3234744,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,IC50,120.0,6.920818753952375,1,O=C(Nc1cccc(C(=O)Nc2ccc(CN3CCNCC3)cc2)c1)c1cncnc1,541.58,0.414
CHEMBL5188960,CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@H](F)C4)n3)ncc12,IC50,50.0,7.30102999566398,1,c1cc2cc(Nc3ccnc(N4CCCCC4)n3)ncc2cn1,411.49,0.589
CHEMBL5185287,CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)ncc12,IC50,8.1,8.09151498112135,1,c1cc2cc(Nc3ccnc(N4CCCCC4)n3)ncc2cn1,425.51,0.57
CHEMBL4218175,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)cc3)nn(CC3CCCC3)c2n1,IC50,10000.0,5.0,0,c1ncc2c(-c3ccc(N4CCNCC4)cc3)nn(CC3CCCC3)c2n1,405.55,0.701
CHEMBL4208852,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(CC3CCCC3)c2n1,IC50,10000.0,5.0,0,c1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(CC3CCCC3)c2n1,406.54,0.698
CHEMBL107472,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,IC50,7500.0,5.124938736608299,0,O=c1[nH]c2ncncc2cc1-c1ccccc1,335.19,0.78
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,0.76,9.119186407719209,1,c1ccc(Nc2ncnc3cncnc23)cc1,331.18,0.768
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,IC50,4.3,8.366531544420413,1,c1ccc(Nc2ncnc3cncnc23)cc1,266.31,0.758
CHEMBL53310,CNc1ncc2ncnc(Nc3ccccc3)c2n1,IC50,13.0,7.886056647693162,1,c1ccc(Nc2ncnc3cncnc23)cc1,252.28,0.744
CHEMBL213618,CNc1nccc(-c2ccc(C(=O)N[C@H](CN)Cc3ccc(Cl)cc3Cl)s2)n1,IC50,10000.0,5.0,0,O=C(NCCc1ccccc1)c1ccc(-c2ccncn2)s1,436.37,0.523
CHEMBL1242977,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1,IC50,8000.0,5.096910013008055,0,O=C(Nc1ccc(Oc2ncccc2-c2ccncn2)cc1)c1ccccc1,479.46,0.355
CHEMBL1243200,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3ccccc3Nc3ccccc3)cc2)n1,IC50,1000.0,5.999999999999999,0,O=C(Nc1ccc(Oc2ncccc2-c2ccncn2)cc1)c1ccccc1Nc1ccccc1,488.55,0.233
CHEMBL512933,CNc1nccc(Nc2ccc(-c3nc4ccccc4s3)cc2)n1,IC50,10000.0,5.0,0,c1ccc2sc(-c3ccc(Nc4ccncn4)cc3)nc2c1,333.42,0.574
CHEMBL1981410,CNc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc1)CCN2,Ki,1995.26,5.700000503883016,0,O=C(Nc1ccccc1)Nc1ccc(C2=Nc3cncnc3NCC2)cc1,455.44,0.437
CHEMBL258015,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,IC50,1000.0,5.999999999999999,0,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)CCc2n[nH]cc2-1,455.56,0.362
CHEMBL255291,CO/N=C/c1c(N)ncnc1NCc1ccc(F)c(Cl)c1,IC50,1123.0,5.949620243738542,0,c1ccc(CNc2ccncn2)cc1,309.73,0.654
CHEMBL255490,CO/N=C/c1c(N)ncnc1Nc1ccc(F)c(Cl)c1,IC50,70.0,7.154901959985742,1,c1ccc(Nc2ccncn2)cc1,295.71,0.669
CHEMBL256529,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cc(F)cc(F)c2)c(Cl)c1,IC50,33.0,7.481486060122112,1,c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1,419.82,0.438
CHEMBL256297,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,IC50,12.0,7.920818753952375,1,c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1,401.83,0.456
CHEMBL257815,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,IC50,16.0,7.795880017344074,1,c1ccc(COc2ccc(Nc3ccncn3)cc2)cc1,383.84,0.472
CHEMBL402316,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]c(Cc3cccc(F)c3)nc2c1,IC50,48.0,7.318758762624412,1,c1ccc(Cc2nc3cc(Nc4ccncn4)ccc3[nH]2)cc1,391.41,0.343
CHEMBL255866,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]ncc2c1,IC50,306.0,6.514278573518419,1,c1cc(Nc2ccc3[nH]ncc3c2)ncn1,283.3,0.495
CHEMBL257814,CO/N=C/c1c(N)ncnc1Nc1ccc2c(c1)CCN2Cc1cccc(F)c1,IC50,57.0,7.244125144327508,1,c1ccc(CN2CCc3cc(Nc4ccncn4)ccc32)cc1,392.44,0.493
CHEMBL257816,CO/N=C/c1c(N)ncnc1Nc1ccc2c(ccn2Cc2cccc(F)c2)c1,IC50,13.0,7.886056647693162,1,c1ccc(Cn2ccc3cc(Nc4ccncn4)ccc32)cc1,390.42,0.385
CHEMBL256527,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccc(F)cc2)c1,IC50,104.0,6.982966660701219,1,c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1,391.41,0.386
CHEMBL255865,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(C#N)c2)c1,IC50,20.0,7.698970004336018,1,c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1,398.43,0.377
CHEMBL255656,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,IC50,23.0,7.638272163982406,1,c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1,407.87,0.372
CHEMBL255871,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,IC50,8.0,8.096910013008056,1,c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1,391.41,0.386
CHEMBL403357,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(OC)c2)c1,IC50,267.0,6.573488738635424,1,c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1,403.45,0.36
CHEMBL402113,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2)c1,IC50,44.0,7.356547323513812,1,c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1,373.42,0.397
CHEMBL402149,CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,IC50,24.0,7.619788758288393,1,c1ccc(Nc2ccncn2)cc1,322.17,0.667
CHEMBL3092305,COC(=O)/C=C/CNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,265.0,6.576754126063191,1,c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,515.93,0.301
CHEMBL3325474,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,IC50,4300.0,5.366531544420413,0,O=C1CCCC2=C1C(c1cc3ccccc3n3nnnc13)C=CN2c1cccnc1,481.52,0.439
CHEMBL3325476,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,IC50,8100.0,5.09151498112135,0,O=C1CCCC2=C1C(c1cc3ccccc3n3nnnc13)C=CN2c1cccnc1,501.93,0.42
CHEMBL3325475,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,IC50,1300.0,5.886056647693162,0,O=C1CCCC2=C1C(c1cc3ccccc3n3nnnc13)C=CN2c1cccnc1,497.52,0.419
CHEMBL3325473,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,IC50,1100.0,5.958607314841775,0,O=C1CCCC2=C1C(c1cc3ccccc3n3nnnc13)C=CN2c1cccnc1,467.49,0.452
CHEMBL2348419,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,IC50,110.0,6.958607314841775,1,C1=Cc2c(ncnc2Nc2ccc(Oc3ccccc3)cc2)NCC1,490.87,0.421
CHEMBL2348416,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,IC50,44.0,7.356547323513812,1,C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)cc2)NCC1,478.96,0.328
CHEMBL231663,COC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,IC50,1000.0,5.999999999999999,0,c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCCC6)c45)ccc32)cc1,513.58,0.323
CHEMBL3233759,COC(=O)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,IC50,4997.0,5.301290650557413,0,c1ccc(Nc2ncnc3sccc23)cc1,394.82,0.506
CHEMBL3899440,COC(=O)CCC(=O)N1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,IC50,50.0,7.30102999566398,1,c1ccc(Nc2ncnc3cc(OCC4CNCCO4)ccc23)cc1,549.41,0.392
CHEMBL3233760,COC(=O)CCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,IC50,10000.0,5.0,0,c1ccc(Nc2ncnc3sccc23)cc1,422.87,0.544
CHEMBL206782,COC(=O)CCCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,IC50,31.0,7.508638306165727,1,C(#Cc1cncnc1Nc1ccc(OCc2ccccc2)cc1)c1ccccc1,573.02,0.17
CHEMBL3979195,COC(=O)CCCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,IC50,50.0,7.30102999566398,1,c1ccc(Nc2ncnc3cc(OCC4CNCCO4)ccc23)cc1,549.46,0.259
CHEMBL3978177,COC(=O)CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,IC50,50.0,7.30102999566398,1,c1ccc(Nc2ncnc3cc(OCC4CNCCO4)ccc23)cc1,521.4,0.413
CHEMBL5208825,COC(=O)CCc1nc2ccc(Br)cc2[nH]c1=O,IC50,75.42,7.122513471930398,1,O=c1cnc2ccccc2[nH]1,311.14,0.877
CHEMBL5206400,COC(=O)CCc1nc2ccc(Cl)cc2[nH]c1=O,IC50,82.76,7.082179518006302,1,O=c1cnc2ccccc2[nH]1,266.68,0.858
CHEMBL39715,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,3.388,8.47005659834133,1,c1ccc(Nc2ncnc3cc4[nH]ccc4cc23)cc1,454.33,0.425
CHEMBL444337,COC(=O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,1300.0,5.886056647693162,0,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC[C@@H]3O1,538.6,0.345
CHEMBL355019,COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,IC50,740.0,6.130768280269024,1,c1ccc(-c2cn(C3CCNC3)c3ncncc23)cc1,367.41,0.677
CHEMBL262276,COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,IC50,800.0,6.096910013008056,1,c1ccc(-c2cn(C3CCNCC3)c3ncncc23)cc1,381.44,0.667
CHEMBL355891,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)C1,IC50,830.0,6.080921907623925,1,c1ccc(-c2cn(C3CCNC3)c3ncncc23)cc1,381.44,0.676
CHEMBL169065,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,IC50,1470.0,5.832682665251824,0,c1ccc(-c2cn(C3CCNCC3)c3ncncc23)cc1,395.46,0.663
CHEMBL3975598,COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)cc1,IC50,611.0,6.213958789757445,1,c1ccc(Nc2ncnc3cc(OCCCN4CCNCC4)ccc23)cc1,522.61,0.287
CHEMBL3904787,COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cc1,IC50,763.0,6.117475462045118,1,c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1,509.56,0.294
CHEMBL3917723,COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCN4CCCCC4)c(OC)cc23)cc1,IC50,9941.0,5.002569926202528,0,c1ccc(Nc2ncnc3cc(OCCN4CCCCC4)ccc23)cc1,493.56,0.411
CHEMBL246491,COC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,IC50,460.0,6.337242168318426,1,c1ccc(Cn2ncc3cc(Nc4ncnn5cccc45)ccc32)cc1,460.47,0.353
CHEMBL355461,COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,IC50,3000.0,5.522878745280337,0,c1ccc(CNc2ccccc2)cc1,303.31,0.499
CHEMBL5832255,COC(=O)Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccnc(-c3cccnc3)c1)n2CC(C)(C)O,IC50,4.1,8.387216143280263,1,O=C(N=c1[nH]c2ccccc2[nH]1)c1ccnc(-c2cccnc2)c1,459.51,0.428
CHEMBL5891448,COC(=O)Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccnc(-c3cnn(C)c3)c1)n2CC(C)(C)O,IC50,7.3,8.136677139879543,1,O=C(N=c1[nH]c2ccccc2[nH]1)c1ccnc(-c2cn[nH]c2)c1,462.51,0.422
CHEMBL7866,COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21,IC50,64.0,7.193820026016112,1,O=c1c(-c2ccccc2)c[nH]c2ccccc12,373.79,0.71
CHEMBL130049,COC(=O)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,2400.0,5.619788758288393,0,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC[C@@H]3O1,524.58,0.357
